Mode,Amperometric i-t Curve,
877.4,0.01082,5.41
877.5,0.01083,5.415
877.6,0.01083,5.415
877.7,0.01084,5.42
877.8,0.01083,5.415
877.9,0.01083,5.415
878,0.01083,5.415
878.1,0.01082,5.41
878.2,0.01082,5.41
878.3,0.01082,5.41
878.4,0.01083,5.415
878.5,0.01083,5.415
878.6,0.01083,5.415
878.7,0.01082,5.41
878.8,0.01082,5.41
878.9,0.01082,5.41
879,0.01083,5.415
879.1,0.01083,5.415
879.2,0.01082,5.41
879.3,0.01082,5.41
879.4,0.01082,5.41
879.5,0.01082,5.41
879.6,0.01083,5.415
879.7,0.01083,5.415
879.8,0.01083,5.415
879.9,0.01083,5.415
880,0.01083,5.415
880.1,0.01082,5.41
880.2,0.01083,5.415
880.3,0.01083,5.415
880.4,0.01083,5.415
880.5,0.01082,5.41
880.6,0.01083,5.415
880.7,0.01083,5.415
880.8,0.01082,5.41
880.9,0.01082,5.41
881,0.01082,5.41
881.1,0.01083,5.415
881.2,0.01082,5.41
881.3,0.01082,5.41
881.4,0.01082,5.41
881.5,0.01083,5.415
881.6,0.01083,5.415
881.7,0.01082,5.41
881.8,0.01083,5.415
881.9,0.01083,5.415
882,0.01083,5.415
882.1,0.01082,5.41
882.2,0.01083,5.415
882.3,0.01083,5.415
882.4,0.01083,5.415
882.5,0.01082,5.41
882.6,0.01082,5.41
882.7,0.01082,5.41
882.8,0.01083,5.415
882.9,0.01084,5.42
883,0.01084,5.42
883.1,0.01083,5.415
883.2,0.01083,5.415
883.3,0.01083,5.415
883.4,0.01083,5.415
883.5,0.01082,5.41
883.6,0.01082,5.41
883.7,0.01082,5.41
883.8,0.01082,5.41
883.9,0.01083,5.415
884,0.01083,5.415
884.1,0.01083,5.415
884.2,0.01083,5.415
884.3,0.01082,5.41
884.4,0.01082,5.41
884.5,0.01082,5.41
884.6,0.01082,5.41
884.7,0.01083,5.415
884.8,0.01083,5.415
884.9,0.01082,5.41
885,0.01082,5.41
885.1,0.01083,5.415
885.2,0.01083,5.415
885.3,0.01082,5.41
885.4,0.01082,5.41
885.5,0.01082,5.41
885.6,0.01082,5.41
885.7,0.01083,5.415
885.8,0.01083,5.415
885.9,0.01083,5.415
886,0.01083,5.415
886.1,0.01083,5.415
886.2,0.01083,5.415
886.3,0.01083,5.415
886.4,0.01083,5.415
886.5,0.01084,5.42
886.6,0.01084,5.42
886.7,0.01084,5.42
886.8,0.01083,5.415
886.9,0.01083,5.415
887,0.01084,5.42
887.1,0.01084,5.42
887.2,0.01084,5.42
887.3,0.01084,5.42
887.4,0.01083,5.415
887.5,0.01084,5.42
887.6,0.01083,5.415
887.7,0.01083,5.415
887.8,0.01083,5.415
887.9,0.01083,5.415
888,0.01083,5.415
888.1,0.01083,5.415
888.2,0.01084,5.42
888.3,0.01083,5.415
888.4,0.01083,5.415
888.5,0.01083,5.415
888.6,0.01083,5.415
888.7,0.01084,5.42
888.8,0.01084,5.42
888.9,0.01084,5.42
889,0.01083,5.415
889.1,0.01083,5.415
889.2,0.01083,5.415
889.3,0.01083,5.415
889.4,0.01083,5.415
889.5,0.01083,5.415
889.6,0.01083,5.415
889.7,0.01083,5.415
889.8,0.01083,5.415
889.9,0.01083,5.415
890,0.01083,5.415
890.1,0.01083,5.415
890.2,0.01083,5.415
890.3,0.01083,5.415
890.4,0.01083,5.415
890.5,0.01084,5.42
890.6,0.01083,5.415
890.7,0.01084,5.42
890.8,0.01083,5.415
890.9,0.01083,5.415
891,0.01083,5.415
891.1,0.01083,5.415
891.2,0.01083,5.415
891.3,0.01082,5.41
891.4,0.01083,5.415
891.5,0.01083,5.415
891.6,0.01083,5.415
891.7,0.01083,5.415
891.8,0.01083,5.415
891.9,0.01083,5.415
892,0.01083,5.415
892.1,0.01084,5.42
892.2,0.01083,5.415
892.3,0.01083,5.415
892.4,0.01083,5.415
892.5,0.01083,5.415
892.6,0.01082,5.41
892.7,0.01082,5.41
892.8,0.01083,5.415
892.9,0.01083,5.415
893,0.01083,5.415
893.1,0.01083,5.415
893.2,0.01083,5.415
893.3,0.01083,5.415
893.4,0.01083,5.415
893.5,0.01084,5.42
893.6,0.01084,5.42
893.7,0.01084,5.42
893.8,0.01084,5.42
893.9,0.01083,5.415
894,0.01083,5.415
894.1,0.01084,5.42
894.2,0.01084,5.42
894.3,0.01083,5.415
894.4,0.01084,5.42
894.5,0.01084,5.42
894.6,0.01083,5.415
894.7,0.01082,5.41
894.8,0.01083,5.415
894.9,0.01084,5.42
895,0.01084,5.42
895.1,0.01083,5.415
895.2,0.01083,5.415
895.3,0.01082,5.41
895.4,0.01083,5.415
895.5,0.01083,5.415
895.6,0.01084,5.42
895.7,0.01084,5.42
895.8,0.01084,5.42
895.9,0.01083,5.415
896,0.01083,5.415
896.1,0.01084,5.42
896.2,0.01084,5.42
896.3,0.01084,5.42
896.4,0.01084,5.42
896.5,0.01084,5.42
896.6,0.01084,5.42
896.7,0.01083,5.415
896.8,0.01083,5.415
896.9,0.01084,5.42
897,0.01084,5.42
897.1,0.01084,5.42
897.2,0.01083,5.415
897.3,0.01084,5.42
897.4,0.01084,5.42
897.5,0.01084,5.42
897.6,0.01083,5.415
897.7,0.01084,5.42
897.8,0.01084,5.42
897.9,0.01084,5.42
898,0.01084,5.42
898.1,0.01083,5.415
898.2,0.01084,5.42
898.3,0.01083,5.415
898.4,0.01084,5.42
898.5,0.01084,5.42
898.6,0.01084,5.42
898.7,0.01084,5.42
898.8,0.01085,5.425
898.9,0.01084,5.42
899,0.01084,5.42
899.1,0.01084,5.42
899.2,0.01084,5.42
899.3,0.01084,5.42
899.4,0.01084,5.42
899.5,0.01084,5.42
899.6,0.01084,5.42
899.7,0.01084,5.42
899.8,0.01084,5.42
899.9,0.01084,5.42
900,0.01084,5.42
900.1,0.01083,5.415
900.2,0.01083,5.415
900.3,0.01084,5.42
900.4,0.01085,5.425
900.5,0.01084,5.42
900.6,0.01084,5.42
900.7,0.01085,5.425
900.8,0.01084,5.42
900.9,0.01084,5.42
901,0.01083,5.415
901.1,0.01083,5.415
901.2,0.01083,5.415
901.3,0.01083,5.415
901.4,0.01084,5.42
901.5,0.01084,5.42
901.6,0.01084,5.42
901.7,0.01084,5.42
901.8,0.01084,5.42
901.9,0.01084,5.42
902,0.01085,5.425
902.1,0.01084,5.42
902.2,0.01084,5.42
902.3,0.01085,5.425
902.4,0.01084,5.42
902.5,0.01084,5.42
902.6,0.01083,5.415
902.7,0.01083,5.415
902.8,0.01083,5.415
902.9,0.01084,5.42
903,0.01085,5.425
903.1,0.01084,5.42
903.2,0.01083,5.415
903.3,0.01083,5.415
903.4,0.01083,5.415
903.5,0.01083,5.415
903.6,0.01084,5.42
903.7,0.01084,5.42
903.8,0.01084,5.42
903.9,0.01084,5.42
904,0.01084,5.42
904.1,0.01084,5.42
904.2,0.01084,5.42
904.3,0.01084,5.42
904.4,0.01083,5.415
904.5,0.01084,5.42
904.6,0.01084,5.42
904.7,0.01084,5.42
904.8,0.01084,5.42
904.9,0.01084,5.42
905,0.01084,5.42
905.1,0.01084,5.42
905.2,0.01084,5.42
905.3,0.01084,5.42
905.4,0.01084,5.42
905.5,0.01083,5.415
905.6,0.01084,5.42
905.7,0.01084,5.42
905.8,0.01083,5.415
905.9,0.01083,5.415
906,0.01084,5.42
906.1,0.01084,5.42
906.2,0.01084,5.42
906.3,0.01084,5.42
906.4,0.01084,5.42
906.5,0.01084,5.42
906.6,0.01084,5.42
906.7,0.01083,5.415
906.8,0.01083,5.415
906.9,0.01084,5.42
907,0.01083,5.415
907.1,0.01084,5.42
907.2,0.01083,5.415
907.3,0.01083,5.415
907.4,0.01083,5.415
907.5,0.01083,5.415
907.6,0.01082,5.41
907.7,0.01082,5.41
907.8,0.01083,5.415
907.9,0.01083,5.415
908,0.01083,5.415
908.1,0.01083,5.415
908.2,0.01083,5.415
908.3,0.01083,5.415
908.4,0.01083,5.415
908.5,0.01084,5.42
908.6,0.01084,5.42
908.7,0.01083,5.415
908.8,0.01083,5.415
908.9,0.01082,5.41
909,0.01082,5.41
909.1,0.01083,5.415
909.2,0.01083,5.415
909.3,0.01084,5.42
909.4,0.01083,5.415
909.5,0.01083,5.415
909.6,0.01084,5.42
909.7,0.01083,5.415
909.8,0.01083,5.415
909.9,0.01083,5.415
910,0.01082,5.41
910.1,0.01083,5.415
910.2,0.01083,5.415
910.3,0.01083,5.415
910.4,0.01083,5.415
910.5,0.01083,5.415
910.6,0.01083,5.415
910.7,0.01083,5.415
910.8,0.01083,5.415
910.9,0.01083,5.415
911,0.01083,5.415
911.1,0.01083,5.415
911.2,0.01084,5.42
911.3,0.01084,5.42
911.4,0.01084,5.42
911.5,0.01083,5.415
911.6,0.01083,5.415
911.7,0.01083,5.415
911.8,0.01083,5.415
911.9,0.01083,5.415
912,0.01083,5.415
912.1,0.01083,5.415
912.2,0.01083,5.415
912.3,0.01083,5.415
912.4,0.01083,5.415
912.5,0.01083,5.415
912.6,0.01082,5.41
912.7,0.01082,5.41
912.8,0.01083,5.415
912.9,0.01083,5.415
913,0.01083,5.415
913.1,0.01083,5.415
913.2,0.01083,5.415
913.3,0.01083,5.415
913.4,0.01083,5.415
913.5,0.01083,5.415
913.6,0.01083,5.415
913.7,0.01083,5.415
913.8,0.01083,5.415
913.9,0.01083,5.415
914,0.01083,5.415
914.1,0.01083,5.415
914.2,0.01083,5.415
914.3,0.01083,5.415
914.4,0.01082,5.41
914.5,0.01082,5.41
914.6,0.01082,5.41
914.7,0.01083,5.415
914.8,0.01083,5.415
914.9,0.01083,5.415
915,0.01082,5.41
915.1,0.01082,5.41
915.2,0.01082,5.41
915.3,0.01082,5.41
915.4,0.01082,5.41
915.5,0.01083,5.415
915.6,0.01082,5.41
915.7,0.01084,5.42
915.8,0.01083,5.415
915.9,0.01083,5.415
916,0.01083,5.415
916.1,0.01083,5.415
916.2,0.01082,5.41
916.3,0.01082,5.41
916.4,0.01083,5.415
916.5,0.01084,5.42
916.6,0.01083,5.415
916.7,0.01083,5.415
916.8,0.01083,5.415
916.9,0.01083,5.415
917,0.01083,5.415
917.1,0.01083,5.415
917.2,0.01083,5.415
917.3,0.01084,5.42
917.4,0.01083,5.415
917.5,0.01083,5.415
917.6,0.01083,5.415
917.7,0.01083,5.415
917.8,0.01083,5.415
917.9,0.01084,5.42
918,0.01084,5.42
918.1,0.01084,5.42
918.2,0.01084,5.42
918.3,0.01084,5.42
918.4,0.01083,5.415
918.5,0.01083,5.415
918.6,0.01083,5.415
918.7,0.01083,5.415
918.8,0.01084,5.42
918.9,0.01084,5.42
919,0.01084,5.42
919.1,0.01084,5.42
919.2,0.01084,5.42
919.3,0.01083,5.415
919.4,0.01083,5.415
919.5,0.01083,5.415
919.6,0.01083,5.415
919.7,0.01084,5.42
919.8,0.01084,5.42
919.9,0.01083,5.415
920,0.01083,5.415
920.1,0.01084,5.42
920.2,0.01083,5.415
920.3,0.01083,5.415
920.4,0.01083,5.415
920.5,0.01083,5.415
920.6,0.01083,5.415
920.7,0.01082,5.41
920.8,0.01082,5.41
920.9,0.01082,5.41
921,0.01082,5.41
921.1,0.01083,5.415
921.2,0.01084,5.42
921.3,0.01083,5.415
921.4,0.01083,5.415
921.5,0.01083,5.415
921.6,0.01082,5.41
921.7,0.01083,5.415
921.8,0.01084,5.42
921.9,0.01084,5.42
922,0.01083,5.415
922.1,0.01083,5.415
922.2,0.01083,5.415
922.3,0.01084,5.42
922.4,0.01084,5.42
922.5,0.01084,5.42
922.6,0.01084,5.42
922.7,0.01083,5.415
922.8,0.01083,5.415
922.9,0.01084,5.42
923,0.01084,5.42
923.1,0.01084,5.42
923.2,0.01083,5.415
923.3,0.01084,5.42
923.4,0.01084,5.42
923.5,0.01084,5.42
923.6,0.01084,5.42
923.7,0.01083,5.415
923.8,0.01084,5.42
923.9,0.01083,5.415
924,0.01083,5.415
924.1,0.01082,5.41
924.2,0.01083,5.415
924.3,0.01084,5.42
924.4,0.01084,5.42
924.5,0.01084,5.42
924.6,0.01084,5.42
924.7,0.01084,5.42
924.8,0.01083,5.415
924.9,0.01084,5.42
925,0.01083,5.415
925.1,0.01084,5.42
925.2,0.01084,5.42
925.3,0.01083,5.415
925.4,0.01083,5.415
925.5,0.01082,5.41
925.6,0.01083,5.415
925.7,0.01083,5.415
925.8,0.01083,5.415
925.9,0.01083,5.415
926,0.01083,5.415
926.1,0.01083,5.415
926.2,0.01083,5.415
926.3,0.01083,5.415
926.4,0.01083,5.415
926.5,0.01084,5.42
926.6,0.01083,5.415
926.7,0.01084,5.42
926.8,0.01084,5.42
926.9,0.01083,5.415
927,0.01084,5.42
927.1,0.01084,5.42
927.2,0.01084,5.42
927.3,0.01084,5.42
927.4,0.01083,5.415
927.5,0.01083,5.415
927.6,0.01083,5.415
927.7,0.01083,5.415
927.8,0.01083,5.415
927.9,0.01083,5.415
928,0.01083,5.415
928.1,0.01083,5.415
928.2,0.01083,5.415
928.3,0.01084,5.42
928.4,0.01084,5.42
928.5,0.01084,5.42
928.6,0.01084,5.42
928.7,0.01085,5.425
928.8,0.01084,5.42
928.9,0.01084,5.42
929,0.01084,5.42
929.1,0.01084,5.42
929.2,0.01084,5.42
929.3,0.01084,5.42
929.4,0.01084,5.42
929.5,0.01084,5.42
929.6,0.01084,5.42
929.7,0.01084,5.42
929.8,0.01084,5.42
929.9,0.01085,5.425
930,0.01085,5.425
930.1,0.01085,5.425
930.2,0.01085,5.425
930.3,0.01085,5.425
930.4,0.01085,5.425
930.5,0.01085,5.425
930.6,0.01085,5.425
930.7,0.01085,5.425
930.8,0.01085,5.425
930.9,0.01085,5.425
931,0.01084,5.42
931.1,0.01084,5.42
931.2,0.01084,5.42
931.3,0.01085,5.425
931.4,0.01085,5.425
931.5,0.01084,5.42
931.6,0.01084,5.42
931.7,0.01084,5.42
931.8,0.01084,5.42
931.9,0.01085,5.425
932,0.01085,5.425
932.1,0.01085,5.425
932.2,0.01085,5.425
932.3,0.01085,5.425
932.4,0.01085,5.425
932.5,0.01085,5.425
932.6,0.01085,5.425
932.7,0.01084,5.42
932.8,0.01085,5.425
932.9,0.01084,5.42
933,0.01084,5.42
933.1,0.01084,5.42
933.2,0.01085,5.425
933.3,0.01084,5.42
933.4,0.01084,5.42
933.5,0.01084,5.42
933.6,0.01085,5.425
933.7,0.01084,5.42
933.8,0.01084,5.42
933.9,0.01084,5.42
934,0.01084,5.42
934.1,0.01084,5.42
934.2,0.01085,5.425
934.3,0.01084,5.42
934.4,0.01084,5.42
934.5,0.01083,5.415
934.6,0.01084,5.42
934.7,0.01084,5.42
934.8,0.01084,5.42
934.9,0.01084,5.42
935,0.01083,5.415
935.1,0.01084,5.42
935.2,0.01083,5.415
935.3,0.01084,5.42
935.4,0.01084,5.42
935.5,0.01084,5.42
935.6,0.01084,5.42
935.7,0.01084,5.42
935.8,0.01084,5.42
935.9,0.01084,5.42
936,0.01084,5.42
936.1,0.01084,5.42
936.2,0.01084,5.42
936.3,0.01084,5.42
936.4,0.01084,5.42
936.5,0.01083,5.415
936.6,0.01083,5.415
936.7,0.01083,5.415
936.8,0.01084,5.42
936.9,0.01084,5.42
937,0.01084,5.42
937.1,0.01084,5.42
937.2,0.01084,5.42
937.3,0.01085,5.425
937.4,0.01084,5.42
937.5,0.01084,5.42
937.6,0.01084,5.42
937.7,0.01084,5.42
937.8,0.01084,5.42
937.9,0.01084,5.42
938,0.01084,5.42
938.1,0.01083,5.415
938.2,0.01084,5.42
938.3,0.01084,5.42
938.4,0.01084,5.42
938.5,0.01084,5.42
938.6,0.01085,5.425
938.7,0.01085,5.425
938.8,0.01084,5.42
938.9,0.01084,5.42
939,0.01084,5.42
939.1,0.01084,5.42
939.2,0.01083,5.415
939.3,0.01083,5.415
939.4,0.01084,5.42
939.5,0.01084,5.42
939.6,0.01084,5.42
939.7,0.01084,5.42
939.8,0.01083,5.415
939.9,0.01084,5.42
940,0.01084,5.42
940.1,0.01084,5.42
940.2,0.01084,5.42
940.3,0.01084,5.42
940.4,0.01084,5.42
940.5,0.01084,5.42
940.6,0.01085,5.425
940.7,0.01084,5.42
940.8,0.01084,5.42
940.9,0.01085,5.425
941,0.01084,5.42
941.1,0.01084,5.42
941.2,0.01083,5.415
941.3,0.01084,5.42
941.4,0.01084,5.42
941.5,0.01084,5.42
941.6,0.01084,5.42
941.7,0.01084,5.42
941.8,0.01085,5.425
941.9,0.01084,5.42
942,0.01084,5.42
942.1,0.01084,5.42
942.2,0.01084,5.42
942.3,0.01084,5.42
942.4,0.01084,5.42
942.5,0.01084,5.42
942.6,0.01084,5.42
942.7,0.01084,5.42
942.8,0.01084,5.42
942.9,0.01084,5.42
943,0.01084,5.42
943.1,0.01084,5.42
943.2,0.01083,5.415
943.3,0.01084,5.42
943.4,0.01084,5.42
943.5,0.01084,5.42
943.6,0.01084,5.42
943.7,0.01084,5.42
943.8,0.01084,5.42
943.9,0.01083,5.415
944,0.01083,5.415
944.1,0.01083,5.415
944.2,0.01084,5.42
944.3,0.01084,5.42
944.4,0.01083,5.415
944.5,0.01084,5.42
944.6,0.01083,5.415
944.7,0.01084,5.42
944.8,0.01084,5.42
944.9,0.01084,5.42
945,0.01084,5.42
945.1,0.01084,5.42
945.2,0.01084,5.42
945.3,0.01084,5.42
945.4,0.01084,5.42
945.5,0.01084,5.42
945.6,0.01083,5.415
945.7,0.01083,5.415
945.8,0.01084,5.42
945.9,0.01084,5.42
946,0.01084,5.42
946.1,0.01084,5.42
946.2,0.01084,5.42
946.3,0.01084,5.42
946.4,0.01084,5.42
946.5,0.01085,5.425
946.6,0.01084,5.42
946.7,0.01084,5.42
946.8,0.01084,5.42
946.9,0.01083,5.415
947,0.01084,5.42
947.1,0.01084,5.42
947.2,0.01084,5.42
947.3,0.01084,5.42
947.4,0.01084,5.42
947.5,0.01084,5.42
947.6,0.01083,5.415
947.7,0.01083,5.415
947.8,0.01084,5.42
947.9,0.01084,5.42
948,0.01084,5.42
948.1,0.01084,5.42
948.2,0.01084,5.42
948.3,0.01084,5.42
948.4,0.01084,5.42
948.5,0.01084,5.42
948.6,0.01085,5.425
948.7,0.01085,5.425
948.8,0.01084,5.42
948.9,0.01084,5.42
949,0.01084,5.42
949.1,0.01085,5.425
949.2,0.01084,5.42
949.3,0.01084,5.42
949.4,0.01084,5.42
949.5,0.01084,5.42
949.6,0.01083,5.415
949.7,0.01083,5.415
949.8,0.01083,5.415
949.9,0.01084,5.42
950,0.01084,5.42
950.1,0.01083,5.415
950.2,0.01083,5.415
950.3,0.01083,5.415
950.4,0.01083,5.415
950.5,0.01083,5.415
950.6,0.01083,5.415
950.7,0.01083,5.415
950.8,0.01083,5.415
950.9,0.01083,5.415
951,0.01083,5.415
951.1,0.01083,5.415
951.2,0.01084,5.42
951.3,0.01084,5.42
951.4,0.01084,5.42
951.5,0.01083,5.415
951.6,0.01083,5.415
951.7,0.01083,5.415
951.8,0.01084,5.42
951.9,0.01084,5.42
952,0.01084,5.42
952.1,0.01085,5.425
952.2,0.01084,5.42
952.3,0.01083,5.415
952.4,0.01083,5.415
952.5,0.01084,5.42
952.6,0.01083,5.415
952.7,0.01083,5.415
952.8,0.01083,5.415
952.9,0.01083,5.415
953,0.01084,5.42
953.1,0.01083,5.415
953.2,0.01083,5.415
953.3,0.01083,5.415
953.4,0.01083,5.415
953.5,0.01083,5.415
953.6,0.01083,5.415
953.7,0.01082,5.41
953.8,0.01083,5.415
953.9,0.01084,5.42
954,0.01084,5.42
954.1,0.01083,5.415
954.2,0.01083,5.415
954.3,0.01083,5.415
954.4,0.01084,5.42
954.5,0.01084,5.42
954.6,0.01084,5.42
954.7,0.01083,5.415
954.8,0.01083,5.415
954.9,0.01083,5.415
955,0.01082,5.41
955.1,0.01083,5.415
955.2,0.01084,5.42
955.3,0.01084,5.42
955.4,0.01083,5.415
955.5,0.01083,5.415
955.6,0.01083,5.415
955.7,0.01083,5.415
955.8,0.01083,5.415
955.9,0.01083,5.415
956,0.01083,5.415
956.1,0.01082,5.41
956.2,0.01082,5.41
956.3,0.01082,5.41
956.4,0.01083,5.415
956.5,0.01084,5.42
956.6,0.01084,5.42
956.7,0.01084,5.42
956.8,0.01083,5.415
956.9,0.01084,5.42
957,0.01084,5.42
957.1,0.01084,5.42
957.2,0.01084,5.42
957.3,0.01083,5.415
957.4,0.01083,5.415
957.5,0.01083,5.415
957.6,0.01083,5.415
957.7,0.01083,5.415
957.8,0.01083,5.415
957.9,0.01084,5.42
958,0.01083,5.415
958.1,0.01083,5.415
958.2,0.01083,5.415
958.3,0.01082,5.41
958.4,0.01083,5.415
958.5,0.01083,5.415
958.6,0.01084,5.42
958.7,0.01084,5.42
958.8,0.01083,5.415
958.9,0.01083,5.415
959,0.01083,5.415
959.1,0.01083,5.415
959.2,0.01083,5.415
959.3,0.01083,5.415
959.4,0.01083,5.415
959.5,0.01084,5.42
959.6,0.01084,5.42
959.7,0.01085,5.425
959.8,0.01084,5.42
959.9,0.01084,5.42
960,0.01084,5.42
960.1,0.01084,5.42
960.2,0.01084,5.42
960.3,0.01084,5.42
960.4,0.01084,5.42
960.5,0.01084,5.42
960.6,0.01084,5.42
960.7,0.01085,5.425
960.8,0.01084,5.42
960.9,0.01084,5.42
961,0.01084,5.42
961.1,0.01084,5.42
961.2,0.01084,5.42
961.3,0.01084,5.42
961.4,0.01084,5.42
961.5,0.01084,5.42
961.6,0.01084,5.42
961.7,0.01084,5.42
961.8,0.01084,5.42
961.9,0.01083,5.415
962,0.01083,5.415
962.1,0.01083,5.415
962.2,0.01083,5.415
962.3,0.01084,5.42
962.4,0.01084,5.42
962.5,0.01083,5.415
962.6,0.01084,5.42
962.7,0.01084,5.42
962.8,0.01083,5.415
962.9,0.01084,5.42
963,0.01084,5.42
963.1,0.01084,5.42
963.2,0.01084,5.42
963.3,0.01084,5.42
963.4,0.01084,5.42
963.5,0.01084,5.42
963.6,0.01084,5.42
963.7,0.01084,5.42
963.8,0.01084,5.42
963.9,0.01083,5.415
964,0.01084,5.42
964.1,0.01084,5.42
964.2,0.01083,5.415
964.3,0.01084,5.42
964.4,0.01084,5.42
964.5,0.01084,5.42
964.6,0.01084,5.42
964.7,0.01084,5.42
964.8,0.01083,5.415
964.9,0.01083,5.415
965,0.01084,5.42
965.1,0.01084,5.42
965.2,0.01084,5.42
965.3,0.01084,5.42
965.4,0.01083,5.415
965.5,0.01083,5.415
965.6,0.01083,5.415
965.7,0.01084,5.42
965.8,0.01085,5.425
965.9,0.01084,5.42
966,0.01084,5.42
966.1,0.01084,5.42
966.2,0.01084,5.42
966.3,0.01084,5.42
966.4,0.01084,5.42
966.5,0.01083,5.415
966.6,0.01083,5.415
966.7,0.01083,5.415
966.8,0.01083,5.415
966.9,0.01083,5.415
967,0.01084,5.42
967.1,0.01084,5.42
967.2,0.01084,5.42
967.3,0.01084,5.42
967.4,0.01084,5.42
967.5,0.01084,5.42
967.6,0.01084,5.42
967.7,0.01084,5.42
967.8,0.01084,5.42
967.9,0.01084,5.42
968,0.01084,5.42
968.1,0.01084,5.42
968.2,0.01084,5.42
968.3,0.01083,5.415
968.4,0.01083,5.415
968.5,0.01083,5.415
968.6,0.01083,5.415
968.7,0.01083,5.415
968.8,0.01084,5.42
968.9,0.01084,5.42
969,0.01084,5.42
969.1,0.01083,5.415
969.2,0.01083,5.415
969.3,0.01083,5.415
969.4,0.01083,5.415
969.5,0.01084,5.42
969.6,0.01083,5.415
969.7,0.01083,5.415
969.8,0.01083,5.415
969.9,0.01083,5.415
970,0.01084,5.42
970.1,0.01083,5.415
970.2,0.01083,5.415
970.3,0.01083,5.415
970.4,0.01082,5.41
970.5,0.01082,5.41
970.6,0.01082,5.41
970.7,0.01083,5.415
970.8,0.01083,5.415
970.9,0.01082,5.41
971,0.01082,5.41
971.1,0.01083,5.415
971.2,0.01084,5.42
971.3,0.01083,5.415
971.4,0.01084,5.42
971.5,0.01084,5.42
971.6,0.01083,5.415
971.7,0.01083,5.415
971.8,0.01083,5.415
971.9,0.01083,5.415
972,0.01083,5.415
972.1,0.01084,5.42
972.2,0.01084,5.42
972.3,0.01084,5.42
972.4,0.01084,5.42
972.5,0.01084,5.42
972.6,0.01084,5.42
972.7,0.01084,5.42
972.8,0.01084,5.42
972.9,0.01083,5.415
973,0.01084,5.42
973.1,0.01084,5.42
973.2,0.01084,5.42
973.3,0.01084,5.42
973.4,0.01085,5.425
973.5,0.01084,5.42
973.6,0.01084,5.42
973.7,0.01084,5.42
973.8,0.01084,5.42
973.9,0.01084,5.42
974,0.01084,5.42
974.1,0.01084,5.42
974.2,0.01084,5.42
974.3,0.01084,5.42
974.4,0.01084,5.42
974.5,0.01084,5.42
974.6,0.01084,5.42
974.7,0.01083,5.415
974.8,0.01083,5.415
974.9,0.01083,5.415
975,0.01083,5.415
975.1,0.01083,5.415
975.2,0.01083,5.415
975.3,0.01084,5.42
975.4,0.01084,5.42
975.5,0.01084,5.42
975.6,0.01084,5.42
975.7,0.01083,5.415
975.8,0.01083,5.415
975.9,0.01084,5.42
976,0.01083,5.415
976.1,0.01084,5.42
976.2,0.01084,5.42
976.3,0.01084,5.42
976.4,0.01084,5.42
976.5,0.01084,5.42
976.6,0.01084,5.42
976.7,0.01083,5.415
976.8,0.01084,5.42
976.9,0.01083,5.415
977,0.01084,5.42
977.1,0.01084,5.42
977.2,0.01083,5.415
977.3,0.01085,5.425
977.4,0.01084,5.42
977.5,0.01084,5.42
977.6,0.01084,5.42
977.7,0.01084,5.42
977.8,0.01083,5.415
977.9,0.01083,5.415
978,0.01083,5.415
978.1,0.01083,5.415
978.2,0.01083,5.415
978.3,0.01084,5.42
978.4,0.01084,5.42
978.5,0.01083,5.415
978.6,0.01084,5.42
978.7,0.01083,5.415
978.8,0.01083,5.415
978.9,0.01084,5.42
979,0.01084,5.42
979.1,0.01084,5.42
979.2,0.01084,5.42
979.3,0.01083,5.415
979.4,0.01083,5.415
979.5,0.01084,5.42
979.6,0.01084,5.42
979.7,0.01084,5.42
979.8,0.01085,5.425
979.9,0.01084,5.42
980,0.01084,5.42
980.1,0.01084,5.42
980.2,0.01084,5.42
980.3,0.01084,5.42
980.4,0.01084,5.42
980.5,0.01084,5.42
980.6,0.01084,5.42
980.7,0.01084,5.42
980.8,0.01084,5.42
980.9,0.01083,5.415
981,0.01083,5.415
981.1,0.01083,5.415
981.2,0.01083,5.415
981.3,0.01084,5.42
981.4,0.01084,5.42
981.5,0.01083,5.415
981.6,0.01083,5.415
981.7,0.01082,5.41
981.8,0.01083,5.415
981.9,0.01084,5.42
982,0.01084,5.42
982.1,0.01084,5.42
982.2,0.01084,5.42
982.3,0.01084,5.42
982.4,0.01084,5.42
982.5,0.01085,5.425
982.6,0.01084,5.42
982.7,0.01084,5.42
982.8,0.01084,5.42
982.9,0.01083,5.415
983,0.01083,5.415
983.1,0.01083,5.415
983.2,0.01083,5.415
983.3,0.01084,5.42
983.4,0.01084,5.42
983.5,0.01084,5.42
983.6,0.01085,5.425
983.7,0.01085,5.425
983.8,0.01085,5.425
983.9,0.01084,5.42
984,0.01083,5.415
984.1,0.01084,5.42
984.2,0.01084,5.42
984.3,0.01084,5.42
984.4,0.01084,5.42
984.5,0.01084,5.42
984.6,0.01084,5.42
984.7,0.01084,5.42
984.8,0.01084,5.42
984.9,0.01085,5.425
985,0.01085,5.425
985.1,0.01085,5.425
985.2,0.01084,5.42
985.3,0.01084,5.42
985.4,0.01083,5.415
985.5,0.01084,5.42
985.6,0.01084,5.42
985.7,0.01085,5.425
985.8,0.01085,5.425
985.9,0.01084,5.42
986,0.01084,5.42
986.1,0.01084,5.42
986.2,0.01084,5.42
986.3,0.01084,5.42
986.4,0.01084,5.42
986.5,0.01083,5.415
